timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
3132000,0,1,1,1,0,0,1,1,0,0,1,1
4132000,0,1,1,1,0,0,1,0,0,0,1,1
5132000,0,1,1,1,0,0,1,0,0,0,1,1
6132000,0,1,1,1,0,0,1,0,0,0,1,1
7132000,0,1,1,1,0,0,1,0,0,0,1,1
8132000,0,1,1,1,0,0,1,0,0,0,1,1
8636000,0,1,1,1,1,1,1,0,0,0,1,1
9636000,0,1,1,1,1,1,1,0,0,0,1,1
10636000,0,1,1,1,1,1,1,0,0,0,1,1
11636000,0,1,1,1,1,1,1,0,0,0,1,1
12636000,0,1,1,1,1,1,1,0,0,0,1,1
13636000,0,1,1,1,1,1,1,0,0,0,1,1
14636000,0,1,1,1,1,1,1,0,0,0,1,1
15636000,0,1,1,1,1,1,1,0,0,0,1,1
16636000,0,1,1,1,1,1,1,0,0,0,1,1
17636000,0,1,1,1,1,1,1,0,0,0,1,1
18636000,0,1,1,1,1,1,1,0,0,0,1,1
19636000,0,1,1,1,1,1,1,0,0,0,1,1
20636000,0,1,1,1,1,1,1,0,0,0,1,1
20692000,0,1,0,0,1,1,1,0,0,0,1,0
20700000,0,0,0,0,1,1,1,1,0,0,1,0
21700000,0,0,0,0,1,0,0,1,0,0,1,0
22700000,0,0,0,0,1,0,0,1,0,1,1,0
23252000,0,0,0,0,0,0,0,1,0,1,1,0
24252000,0,0,0,0,0,0,0,1,0,0,1,0
25252000,0,0,0,0,0,0,0,1,0,0,1,0
26252000,0,0,0,0,0,0,0,1,0,0,1,0
27252000,0,0,0,0,0,0,0,1,0,0,1,0
28252000,0,0,0,0,0,0,0,1,0,0,1,0
29252000,0,0,0,0,0,0,0,1,0,0,1,0
30252000,0,0,0,0,0,0,0,1,0,0,1,0
31252000,0,0,0,0,0,0,0,1,0,0,1,0
32252000,0,0,0,0,0,0,0,1,0,0,1,0
33252000,0,0,0,0,0,0,0,1,0,1,1,0
34252000,0,0,0,0,0,0,0,1,1,0,1,0
35252000,0,0,0,0,0,0,0,1,1,0,1,0
36252000,0,0,0,0,0,0,0,1,1,0,1,0
37252000,0,0,0,0,0,0,0,1,1,0,1,0
38252000,0,0,0,0,0,0,0,0,1,0,1,0
39252000,0,0,0,0,0,0,0,0,1,0,1,0
40252000,0,0,0,0,0,0,0,0,1,0,1,0
41252000,0,0,0,0,0,0,0,0,1,0,1,0
42252000,0,0,0,0,0,0,0,0,1,0,1,0
43252000,0,0,0,0,0,0,0,0,1,0,1,0
44252000,0,0,0,0,0,0,0,0,1,0,1,0
45252000,0,0,0,0,0,0,0,0,1,0,1,0
46252000,0,0,0,0,0,0,0,0,1,0,1,0
47252000,0,0,0,0,0,0,0,0,1,0,1,0
48252000,0,0,0,0,0,0,0,0,1,0,1,0
49252000,0,0,0,0,0,0,0,0,1,0,1,0
50252000,0,0,0,0,0,0,0,0,1,0,1,0
51252000,0,0,0,0,0,0,0,0,1,0,1,0
52252000,0,0,0,0,0,0,0,1,1,1,1,0
53252000,0,0,0,0,0,0,0,1,1,0,1,0
54252000,0,0,0,0,0,0,0,1,1,0,1,0
55252000,0,0,0,0,0,0,0,0,0,1,1,0
