timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
3292000,0,1,0,1,0,1,1,0,1,1,1,1,0
3796000,0,1,0,1,0,1,1,0,1,1,1,1,0
4300000,0,1,0,1,0,1,1,0,1,1,1,1,0
4804000,0,1,0,1,0,1,1,0,1,1,1,1,0
5308000,0,1,0,1,0,1,1,0,1,1,1,1,0
5812000,0,1,0,1,0,1,1,0,1,1,1,1,0
6316000,0,1,0,1,0,1,1,0,1,1,1,1,0
6820000,0,1,0,1,0,1,1,0,1,1,1,1,0
7324000,0,1,0,1,0,1,1,0,1,1,1,1,0
7828000,0,1,0,1,0,1,1,0,1,1,1,1,0
8332000,0,1,0,1,0,1,1,0,1,1,1,1,0
8836000,0,1,0,1,0,1,1,0,1,1,1,1,0
9340000,0,1,0,1,0,1,1,0,1,1,1,1,0
9844000,0,1,0,1,0,1,1,0,1,1,1,1,0
9868000,0,1,0,1,0,1,1,0,1,1,1,1,0
10372000,0,1,0,1,0,1,1,0,1,1,1,1,0
10876000,0,1,0,1,0,1,1,0,1,1,1,1,0
11380000,0,1,0,1,0,1,1,0,1,1,1,1,0
11884000,0,1,0,1,0,1,1,0,1,1,1,1,0
12388000,0,1,0,1,0,1,1,0,1,1,1,1,0
12892000,0,1,0,1,0,1,1,0,1,1,1,1,0
13396000,0,1,0,1,0,1,1,0,1,1,1,1,0
13900000,0,1,0,1,0,1,1,0,1,1,1,1,0
14404000,0,1,0,1,0,1,1,0,1,1,1,1,0
14908000,0,1,0,1,0,1,1,0,1,1,1,1,0
15412000,0,1,0,1,0,1,1,0,1,1,1,1,0
15916000,0,1,0,1,0,1,1,0,1,1,1,1,0
16420000,0,1,0,1,0,1,1,0,1,1,1,1,0
